argmax_label,argmax_letter,attention_mean_per_token,attention_sum,correct_argmax,gold_label,gold_letter,group_name,group_type,last_n_layers,model_key,model_name,n_scored_tokens,n_tokens,option_order,puzzle_id,seed,span_critical,span_notes,span_region,span_role,span_tags,span_text,target_letter,template_id,variant_type
False,C,0.0011415719985961915,0.011415719985961914,False,True,B,SAT_QUESTION,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,10,10,Unknown|True|False|Paradox,P05_belief_violating,0,,,,,,,C,P05,belief_violating
False,C,0.0003302713920330179,0.00957787036895752,False,True,B,CONTENT_TRIGGER,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,29,29,Unknown|True|False|Paradox,P05_belief_violating,0,,,,,,,C,P05,belief_violating
False,C,0.0006619676163322047,0.05030953884124756,False,True,B,True,critical,4,llama,meta-llama/Llama-3.2-3B-Instruct,76,76,Unknown|True|False|Paradox,P05_belief_violating,0,,,,,,,C,P05,belief_violating
False,C,0.0003302713920330179,0.00957787036895752,False,True,B,False,critical,4,llama,meta-llama/Llama-3.2-3B-Instruct,29,29,Unknown|True|False|Paradox,P05_belief_violating,0,,,,,,,C,P05,belief_violating
False,C,0.0006605227788289388,0.009907841682434082,False,True,B,P05_bv_rule1_forward,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,15,15,Unknown|True|False|Paradox,P05_belief_violating,0,True,First forward implication.,NARRATIVE,PREMISE,FORWARD_LINK,"(1) If water molecules contain oxygen atoms, adult dogs speak fluent English",C,P05,belief_violating
False,C,0.0006092563271522522,0.009748101234436035,False,True,B,P05_bv_rule2_forward,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,16,16,Unknown|True|False|Paradox,P05_belief_violating,0,True,Second forward implication.,NARRATIVE,PREMISE,FORWARD_LINK,"(2) If adult dogs speak fluent English, ordinary stones are made of bread",C,P05,belief_violating
False,C,0.0005470444174373851,0.009299755096435547,False,True,B,P05_bv_negative_link,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,17,17,Unknown|True|False|Paradox,P05_belief_violating,0,True,Rule introducing a belief-violating negated consequent.,NARRATIVE,PREMISE,NEGATIVE_LINK,"(3) If ordinary stones are made of bread, the Earth is not approximately spherical",C,P05,belief_violating
False,C,0.0005521178245544434,0.00993812084197998,False,True,B,P05_bv_closure_link,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,18,18,Unknown|True|False|Paradox,P05_belief_violating,0,True,Rule closing the chain back to the negation of the initial antecedent.,NARRATIVE,PREMISE,CLOSURE_LINK,"(4) If the Earth is not approximately spherical, water molecules do not contain oxygen atoms",C,P05,belief_violating
False,C,0.0011415719985961915,0.011415719985961914,False,True,B,P05_bv_question,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,10,10,Unknown|True|False|Paradox,P05_belief_violating,0,True,Satisfiability question.,QUESTION,QUESTION_TARGET,SAT_QUESTION,Can all of these statements be true at once?,C,P05,belief_violating
False,C,0.00023787021636962892,0.0011893510818481445,False,True,B,P05_bv_ct_water_oxygen_rule1,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,5,5,Unknown|True|False|Paradox,P05_belief_violating,0,False,Factually true content used as antecedent.,NARRATIVE,PREMISE,CONTENT_TRIGGER,water molecules contain oxygen atoms,C,P05,belief_violating
False,C,0.0005896091461181641,0.0029480457305908203,False,True,B,P05_bv_ct_dogs_rule1,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,5,5,Unknown|True|False|Paradox,P05_belief_violating,0,False,Belief-violating content.,NARRATIVE,PREMISE,CONTENT_TRIGGER,adult dogs speak fluent English,C,P05,belief_violating
False,C,0.00039235750834147137,0.002354145050048828,False,True,B,P05_bv_ct_stones_rule2,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,6,6,Unknown|True|False|Paradox,P05_belief_violating,0,False,Belief-violating content.,NARRATIVE,PREMISE,CONTENT_TRIGGER,ordinary stones are made of bread,C,P05,belief_violating
False,C,0.00034113725026448566,0.002046823501586914,False,True,B,P05_bv_ct_earth_rule3,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,6,6,Unknown|True|False|Paradox,P05_belief_violating,0,False,Belief-violating negated factual content.,NARRATIVE,PREMISE,CONTENT_TRIGGER,the Earth is not approximately spherical,C,P05,belief_violating
False,C,0.00014850071498325894,0.0010395050048828125,False,True,B,P05_bv_ct_water_oxygen_rule4,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,7,7,Unknown|True|False|Paradox,P05_belief_violating,0,False,Negated factual content closing the loop.,NARRATIVE,PREMISE,CONTENT_TRIGGER,water molecules do not contain oxygen atoms,C,P05,belief_violating
Unknown,B,0.00041441895343639234,0.022378623485565186,False,True,C,NARRATIVE,region,4,llama,meta-llama/Llama-3.2-3B-Instruct,54,54,Paradox|Unknown|True|False,P05_familiar,0,,,,,,,B,P05,familiar
Unknown,B,0.0008846044540405274,0.008846044540405273,False,True,C,QUESTION,region,4,llama,meta-llama/Llama-3.2-3B-Instruct,10,10,Paradox|Unknown|True|False,P05_familiar,0,,,,,,,B,P05,familiar
Unknown,B,0.00041441895343639234,0.022378623485565186,False,True,C,PREMISE,role,4,llama,meta-llama/Llama-3.2-3B-Instruct,54,54,Paradox|Unknown|True|False,P05_familiar,0,,,,,,,B,P05,familiar
Unknown,B,0.0008846044540405274,0.008846044540405273,False,True,C,QUESTION_TARGET,role,4,llama,meta-llama/Llama-3.2-3B-Instruct,10,10,Paradox|Unknown|True|False,P05_familiar,0,,,,,,,B,P05,familiar
Unknown,B,0.0003989866146674523,0.01037365198135376,False,True,C,FORWARD_LINK,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,26,26,Paradox|Unknown|True|False,P05_familiar,0,,,,,,,B,P05,familiar
Unknown,B,0.00037496288617451984,0.004499554634094238,False,True,C,NEGATIVE_LINK,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,12,12,Paradox|Unknown|True|False,P05_familiar,0,,,,,,,B,P05,familiar
Unknown,B,0.0004690885543823242,0.0075054168701171875,False,True,C,CLOSURE_LINK,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,16,16,Paradox|Unknown|True|False,P05_familiar,0,,,,,,,B,P05,familiar
Unknown,B,0.0008846044540405274,0.008846044540405273,False,True,C,SAT_QUESTION,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,10,10,Paradox|Unknown|True|False,P05_familiar,0,,,,,,,B,P05,familiar
Unknown,B,0.00031043801988874165,0.0021730661392211914,False,True,C,CONTENT_TRIGGER,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,7,7,Paradox|Unknown|True|False,P05_familiar,0,,,,,,,B,P05,familiar
Unknown,B,0.0004878854379057884,0.03122466802597046,False,True,C,True,critical,4,llama,meta-llama/Llama-3.2-3B-Instruct,64,64,Paradox|Unknown|True|False,P05_familiar,0,,,,,,,B,P05,familiar
Unknown,B,0.00031043801988874165,0.0021730661392211914,False,True,C,False,critical,4,llama,meta-llama/Llama-3.2-3B-Instruct,7,7,Paradox|Unknown|True|False,P05_familiar,0,,,,,,,B,P05,familiar
Unknown,B,0.00037095376423427036,0.005193352699279785,False,True,C,P05_fam_rule1_forward,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,14,14,Paradox|Unknown|True|False,P05_familiar,0,True,First forward implication.,NARRATIVE,PREMISE,FORWARD_LINK,"(1) If I travel back in time, I meet my grandfather",B,P05,familiar
Unknown,B,0.00043169160683949787,0.005180299282073975,False,True,C,P05_fam_rule2_forward,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,12,12,Paradox|Unknown|True|False,P05_familiar,0,True,Second forward implication.,NARRATIVE,PREMISE,FORWARD_LINK,"(2) If I meet my grandfather, I distract him",B,P05,familiar
Unknown,B,0.00037496288617451984,0.004499554634094238,False,True,C,P05_fam_negative_link,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,12,12,Paradox|Unknown|True|False,P05_familiar,0,True,Rule introducing the apparent paradoxical consequence.,NARRATIVE,PREMISE,NEGATIVE_LINK,"(3) If I distract him, I am not born",B,P05,familiar
Unknown,B,0.0004690885543823242,0.0075054168701171875,False,True,C,P05_fam_closure_link,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,16,16,Paradox|Unknown|True|False,P05_familiar,0,True,Rule closing the loop back to not travelling.,NARRATIVE,PREMISE,CLOSURE_LINK,"(4) If I am not born, I do not travel back in time",B,P05,familiar
Unknown,B,0.0008846044540405274,0.008846044540405273,False,True,C,P05_fam_question,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,10,10,Paradox|Unknown|True|False,P05_familiar,0,True,Satisfiability question.,QUESTION,QUESTION_TARGET,SAT_QUESTION,Can all of these statements be true at once?,B,P05,familiar
Unknown,B,0.0002460777759552002,0.0009843111038208008,False,True,C,P05_fam_ct_time_travel,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,4,4,Paradox|Unknown|True|False,P05_familiar,0,False,Familiar time-travel content associated with paradox framing.,NARRATIVE,PREMISE,CONTENT_TRIGGER,travel back in time,B,P05,familiar
Unknown,B,0.0005826950073242188,0.0005826950073242188,False,True,C,P05_fam_ct_grandfather,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,1,1,Paradox|Unknown|True|False,P05_familiar,0,False,Grandfather-paradox semantic trigger.,NARRATIVE,PREMISE,CONTENT_TRIGGER,grandfather,B,P05,familiar
Unknown,B,0.00030303001403808594,0.0006060600280761719,False,True,C,P05_fam_ct_not_born,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,2,2,Paradox|Unknown|True|False,P05_familiar,0,False,Paradox-like semantic trigger.,NARRATIVE,PREMISE,CONTENT_TRIGGER,not born,B,P05,familiar
