argmax_label,argmax_letter,attention_enrichment,attention_mass_share,attention_mean_per_token,attention_sum,correct_argmax,gold_label,gold_letter,group_name,group_type,last_n_layers,model_key,model_name,n_scored_tokens,n_tokens,option_order,puzzle_id,seed,span_critical,span_notes,span_region,span_role,span_tags,span_text,target_letter,template_id,token_share,variant_type
False,C,0.042233904404153734,0.0034669623018335157,0.00028884952718561345,0.003177344799041748,False,True,B,P08_bv_positive_branch,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,11,11,Unknown|True|False|Paradox,P08_belief_violating,0,True,Positive case branch with factual antecedent and belief-violating consequent.,NARRATIVE,PREMISE,POSITIVE_BRANCH|CONTENT_TRIGGER,"If the Earth orbits the Sun, ordinary stones can breathe",C,P08,0.08208955223880597,belief_violating
False,C,0.030355845427385546,0.00294497007877621,0.0002076121476980356,0.002698957920074463,False,True,B,P08_bv_negative_branch,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,13,13,Unknown|True|False|Paradox,P08_belief_violating,0,True,Negative case branch with belief-violating consequent.,NARRATIVE,PREMISE,NEGATIVE_BRANCH|CONTENT_TRIGGER,"If the Earth does not orbit the Sun, ordinary stones can breathe",C,P08,0.09701492537313433,belief_violating
False,C,0.026502454391043324,0.0003955590207618407,0.0001812577247619629,0.0003625154495239258,False,True,B,P08_bv_negation,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,2,2,Unknown|True|False|Paradox,P08_belief_violating,0,True,Negation marker defining the complementary case.,NARRATIVE,PREMISE,NEGATION,does not,C,P08,0.014925373134328358,belief_violating
False,C,0.0887540268064404,0.002649373934520609,0.0006070137023925781,0.0024280548095703125,False,True,B,P08_bv_question_target,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,4,4,Unknown|True|False|Paradox,P08_belief_violating,0,True,Queried belief-violating proposition entailed by both branches.,QUESTION,QUESTION_TARGET,QUESTION_TARGET|CONTENT_TRIGGER,ordinary stones can breathe,C,P08,0.029850746268656716,belief_violating
Unknown,B,0.02018325410503589,0.0037101570046021858,0.00013544797897338868,0.003386199474334717,False,True,C,NARRATIVE,region,4,llama,meta-llama/Llama-3.2-3B-Instruct,25,25,Paradox|Unknown|True|False,P08_familiar,0,,,,,,,B,P08,0.18382352941176472,familiar
Unknown,B,0.033468227156094876,0.0012304495277976057,0.00022460222244262694,0.0011230111122131348,False,True,C,QUESTION,region,4,llama,meta-llama/Llama-3.2-3B-Instruct,5,5,Paradox|Unknown|True|False,P08_familiar,0,,,,,,,B,P08,0.03676470588235294,familiar
Unknown,B,0.02018325410503589,0.0037101570046021858,0.00013544797897338868,0.003386199474334717,False,True,C,PREMISE,role,4,llama,meta-llama/Llama-3.2-3B-Instruct,25,25,Paradox|Unknown|True|False,P08_familiar,0,,,,,,,B,P08,0.18382352941176472,familiar
Unknown,B,0.033468227156094876,0.0012304495277976057,0.00022460222244262694,0.0011230111122131348,False,True,C,QUESTION_TARGET,role,4,llama,meta-llama/Llama-3.2-3B-Instruct,5,5,Paradox|Unknown|True|False,P08_familiar,0,,,,,,,B,P08,0.03676470588235294,familiar
Unknown,B,0.021617382923366547,0.0017484647952722943,0.0001450722867792303,0.0015957951545715332,False,True,C,POSITIVE_BRANCH,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,11,11,Paradox|Unknown|True|False,P08_familiar,0,,,,,,,B,P08,0.08088235294117647,familiar
Unknown,B,0.019056438604918943,0.0019616922093298912,0.0001278860228402274,0.0017904043197631836,False,True,C,NEGATIVE_BRANCH,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,14,14,Paradox|Unknown|True|False,P08_familiar,0,,,,,,,B,P08,0.10294117647058823,familiar
Unknown,B,0.01771021839319919,0.0002604443881352822,0.0001188516616821289,0.0002377033233642578,False,True,C,NEGATION,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,2,2,Paradox|Unknown|True|False,P08_familiar,0,,,,,,,B,P08,0.014705882352941176,familiar
Unknown,B,0.033468227156094876,0.0012304495277976057,0.00022460222244262694,0.0011230111122131348,False,True,C,QUESTION_TARGET,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,5,5,Paradox|Unknown|True|False,P08_familiar,0,,,,,,,B,P08,0.03676470588235294,familiar
Unknown,B,0.022397416280212388,0.004940606532399791,0.00015030701955159504,0.0045092105865478516,False,True,C,True,critical,4,llama,meta-llama/Llama-3.2-3B-Instruct,30,30,Paradox|Unknown|True|False,P08_familiar,0,,,,,,,B,P08,0.22058823529411764,familiar
Unknown,B,0.021617382923366547,0.0017484647952722943,0.0001450722867792303,0.0015957951545715332,False,True,C,P08_fam_positive_branch,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,11,11,Paradox|Unknown|True|False,P08_familiar,0,True,Positive case branch.,NARRATIVE,PREMISE,POSITIVE_BRANCH,"If the market goes up, the trader makes a profit",B,P08,0.08088235294117647,familiar
Unknown,B,0.019056438604918943,0.0019616922093298912,0.0001278860228402274,0.0017904043197631836,False,True,C,P08_fam_negative_branch,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,14,14,Paradox|Unknown|True|False,P08_familiar,0,True,Negative case branch.,NARRATIVE,PREMISE,NEGATIVE_BRANCH,"If the market does not go up, the trader still makes a profit",B,P08,0.10294117647058823,familiar
Unknown,B,0.01771021839319919,0.0002604443881352822,0.0001188516616821289,0.0002377033233642578,False,True,C,P08_fam_negation,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,2,2,Paradox|Unknown|True|False,P08_familiar,0,True,Negation marker defining the complementary case.,NARRATIVE,PREMISE,NEGATION,does not,B,P08,0.014705882352941176,familiar
Unknown,B,0.033468227156094876,0.0012304495277976057,0.00022460222244262694,0.0011230111122131348,False,True,C,P08_fam_question_target,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,5,5,Paradox|Unknown|True|False,P08_familiar,0,True,Queried proposition entailed by both branches.,QUESTION,QUESTION_TARGET,QUESTION_TARGET,the trader makes a profit,B,P08,0.03676470588235294,familiar
